Insectendoos_label|Insectendoos_toelichting|AangegevenTaxon|aantal
10-06|Schenking H. Bosz.; Curculionidae 8|Pseudocleonus grammicus|1
10-06|Schenking H. Bosz.; Curculionidae 8|Pachycerus cordiger|3
10-06|Schenking H. Bosz.; Curculionidae 8|Pachycerus varius|1
10-06|Schenking H. Bosz.; Curculionidae 8|Cyphocleonus dealbatus|1
10-06|Schenking H. Bosz.; Curculionidae 8|Cyphocleonus achatus|1
10-06|Schenking H. Bosz.; Curculionidae 8|Cyphocleonus trisulcatus|2
10-06|Schenking H. Bosz.; Curculionidae 8|Cleonis piger|3
10-06|Schenking H. Bosz.; Curculionidae 8|Pselactus spadix|2
10-06|Schenking H. Bosz.; Curculionidae 8|Pentharthrum huttoni|18
10-06|Schenking H. Bosz.; Curculionidae 8|Mesites pallidipennis|12
10-06|Schenking H. Bosz.; Curculionidae 8|Mesites aquitanus|1
10-06|Schenking H. Bosz.; Curculionidae 8|Cossonus cylindricus|1
10-06|Schenking H. Bosz.; Curculionidae 8|Cossonus linearis|7
10-06|Schenking H. Bosz.; Curculionidae 8|Rhyncolus elongatus|2
10-06|Schenking H. Bosz.; Curculionidae 8|Rhyncolus chloropus|1
10-06|Schenking H. Bosz.; Curculionidae 8|Phloeophagus lignarius|1
10-06|Schenking H. Bosz.; Curculionidae 8|Brachytemnus porcatus|21
10-06|Schenking H. Bosz.; Curculionidae 8|Stereocorynes truncorum|1
10-06|Schenking H. Bosz.; Curculionidae 8|Stenopelmus rufinasus|10
10-06|Schenking H. Bosz.; Curculionidae 8|Dicranthus elegans|10
10-06|Schenking H. Bosz.; Curculionidae 8|Tanysphyrus lemnae|12
10-06|Schenking H. Bosz.; Curculionidae 8|Liocleonus clathratus|3
10-06|Schenking H. Bosz.; Curculionidae 8|Stephanophorus strabus|1
10-06|Schenking H. Bosz.; Curculionidae 8|Ammocleonus aschabadensis|1
10-07|Schenking H. Bosz.; Curculionidae 10|Tychius 5-puntatus|1
10-07|Schenking H. Bosz.; Curculionidae 10|Tychius flavicollis|8
10-07|Schenking H. Bosz.; Curculionidae 10|Tychius picirostris|10
10-07|Schenking H. Bosz.; Curculionidae 10|Tychius tomentosus|10
10-07|Schenking H. Bosz.; Curculionidae 10|Tychius meliloti|2
10-07|Schenking H. Bosz.; Curculionidae 10|Tychius cuprifer|10
10-07|Schenking H. Bosz.; Curculionidae 10|Tychius pusillus|1
10-07|Schenking H. Bosz.; Curculionidae 10|Tychius armatus|2
10-07|Schenking H. Bosz.; Curculionidae 10|Tychius breviusculus|15
10-07|Schenking H. Bosz.; Curculionidae 10|Sibinia potentillae|12
10-07|Schenking H. Bosz.; Curculionidae 10|Sibinia pelluscens|10
10-07|Schenking H. Bosz.; Curculionidae 10|Sibinia viscariae|1
10-07|Schenking H. Bosz.; Curculionidae 10|Sibinia planiuscula|9
10-07|Schenking H. Bosz.; Curculionidae 10|Anthonomus pomorum|2
10-07|Schenking H. Bosz.; Curculionidae 10|Anthonomus humeralis|4
10-07|Schenking H. Bosz.; Curculionidae 10|Anthonomus spilotus|2
10-07|Schenking H. Bosz.; Curculionidae 10|Anthonomus pedicularius|10
10-07|Schenking H. Bosz.; Curculionidae 10|Anthonomus conspersus|1
10-07|Schenking H. Bosz.; Curculionidae 10|Anthonomus rubi|10
10-07|Schenking H. Bosz.; Curculionidae 10|Anthonomus brunnipennis|8
10-07|Schenking H. Bosz.; Curculionidae 10|Anthonomus varians|16
10-07|Schenking H. Bosz.; Curculionidae 10|Furcipus rectirostris|11
10-07|Schenking H. Bosz.; Curculionidae 10|Brachonyx pineti|15
10-07|Schenking H. Bosz.; Curculionidae 10|Curculio elephas|2
10-07|Schenking H. Bosz.; Curculionidae 10|Curculio venosus|2
10-07|Schenking H. Bosz.; Curculionidae 10|Curculio villosus|3
10-07|Schenking H. Bosz.; Curculionidae 10|Curculio nucum|7
10-07|Schenking H. Bosz.; Curculionidae 10|Curculio glandium|15
10-07|Schenking H. Bosz.; Curculionidae 10|Curculio cerasorum|5
10-07|Schenking H. Bosz.; Curculionidae 10|Curculio rubidus|1
10-07|Schenking H. Bosz.; Curculionidae 10|Curculio crux|10
10-07|Schenking H. Bosz.; Curculionidae 10|Curculio salicivorus|12
10-07|Schenking H. Bosz.; Curculionidae 10|Curculio pyrrhoceras|5
10-07|Schenking H. Bosz.; Curculionidae 10|NN NN|1
10-08|Schenking H. Bosz.; Curculionidae 12|Limobius borealis|6
10-08|Schenking H. Bosz.; Curculionidae 12|Limobius mixtus|1
10-08|Schenking H. Bosz.; Curculionidae 12|Coniatus tamarisci|10
10-08|Schenking H. Bosz.; Curculionidae 12|Gronops lunatus|2
10-08|Schenking H. Bosz.; Curculionidae 12|Cryptorhynchus lapathi|3
10-08|Schenking H. Bosz.; Curculionidae 12|Sitophilus granarius|10
10-08|Schenking H. Bosz.; Curculionidae 12|Sitophilus oryzae|10
10-08|Schenking H. Bosz.; Curculionidae 12|Sitophilus zeamais|2
10-08|Schenking H. Bosz.; Curculionidae 12|Rhytidoderes plicatus|3
10-08|Schenking H. Bosz.; Curculionidae 12|Sphenophorus meridionalis|1
10-08|Schenking H. Bosz.; Curculionidae 12|Sphenophorus abbreviata|3
10-08|Schenking H. Bosz.; Curculionidae 12|Sphenophorus parapunctata|2
10-08|Schenking H. Bosz.; Curculionidae 12|Sphenophorus striatopunctata|1
10-08|Schenking H. Bosz.; Curculionidae 12|Acalles roboris|5
10-08|Schenking H. Bosz.; Curculionidae 12|Rhynchophorus ferrugineus|2
10-08|Schenking H. Bosz.; Curculionidae 12|Echinodera hypocrita|1
10-08|Schenking H. Bosz.; Curculionidae 12|Baris artemisiae|3
10-08|Schenking H. Bosz.; Curculionidae 12|Baris laticollis|3
10-08|Schenking H. Bosz.; Curculionidae 12|Baris lepidii|1
10-08|Schenking H. Bosz.; Curculionidae 12|Baris coerulescens|1
10-08|Schenking H. Bosz.; Curculionidae 12|Baris cuprirostris|6
10-08|Schenking H. Bosz.; Curculionidae 12|Baris picicornis|10
10-08|Schenking H. Bosz.; Curculionidae 12|Baris timida|12
10-08|Schenking H. Bosz.; Curculionidae 12|Baris scopalacea|2
10-08|Schenking H. Bosz.; Curculionidae 12|Limnobaris T-album|2
10-08|Schenking H. Bosz.; Curculionidae 12|Limnobaris pilistriata|12
10-08|Schenking H. Bosz.; Curculionidae 12|Coryssomerus capucinus|5
10-08|Schenking H. Bosz.; Curculionidae 12|Mononychus punctum-album|17
10-08|Schenking H. Bosz.; Curculionidae 12|Eubrichius velutus|2
10-08|Schenking H. Bosz.; Curculionidae 12|Litodactylus leucogaster|1
10-08|Schenking H. Bosz.; Curculionidae 12|Phytobius waltoni|1
10-08|Schenking H. Bosz.; Curculionidae 12|Phytobius quadrituberculatus|2
10-08|Schenking H. Bosz.; Curculionidae 12|Phytobius zumpti|1
10-08|Schenking H. Bosz.; Curculionidae 12|Phytobius quadricornis|1
10-08|Schenking H. Bosz.; Curculionidae 12|Phytobius granatus|5
10-08|Schenking H. Bosz.; Curculionidae 12|Rhinconus albicinctus|1
10-08|Schenking H. Bosz.; Curculionidae 12|Rhinconus perpendicularis|12
10-08|Schenking H. Bosz.; Curculionidae 12|Rhinconus pericarpius|10
10-08|Schenking H. Bosz.; Curculionidae 12|Rhinconus gramineus|12
10-08|Schenking H. Bosz.; Curculionidae 12|Rhinconus bruchoides|10
10-08|Schenking H. Bosz.; Curculionidae 12|Rhinconus castor|3
10-08|Schenking H. Bosz.; Curculionidae 12|Rutidosoma fallax|1
10-08|Schenking H. Bosz.; Curculionidae 12|Bagoides suavis|1
10-09|Schenking H. Bosz.; Curculionidae 14|Neosirocalus floralis|14
10-09|Schenking H. Bosz.; Curculionidae 14|Neosirocalus pumilio|12
10-09|Schenking H. Bosz.; Curculionidae 14|Neosirocalus pyrrhorhynchus|8
10-09|Schenking H. Bosz.; Curculionidae 14|Sirocalodes depressicollis|4
10-09|Schenking H. Bosz.; Curculionidae 14|Ceutorhynchidius troglodytus|21
10-09|Schenking H. Bosz.; Curculionidae 14|Ceutorhynchidius hassicus|1
10-09|Schenking H. Bosz.; Curculionidae 14|Ceutorhynchidius rufulus|4
10-09|Schenking H. Bosz.; Curculionidae 14|Ceutorhynchidius horridus|12
10-09|Schenking H. Bosz.; Curculionidae 14|Stenocarus fuliginosus|3
10-09|Schenking H. Bosz.; Curculionidae 14|Cidnorrhinus quadrimaculatus|16
10-09|Schenking H. Bosz.; Curculionidae 14|Orobitis cyaneus|1
10-09|Schenking H. Bosz.; Curculionidae 14|Nanophyes marmoratus|12
10-09|Schenking H. Bosz.; Curculionidae 14|Nanophyes nitidulus|1
10-09|Schenking H. Bosz.; Curculionidae 14|Mecinus janthinus|8
10-09|Schenking H. Bosz.; Curculionidae 14|Mecinus pyraster|4
10-09|Schenking H. Bosz.; Curculionidae 14|Corimalia tamarisci|14
10-09|Schenking H. Bosz.; Curculionidae 14|Corimalia pallidula|1
10-09|Schenking H. Bosz.; Curculionidae 14|Corimalia tetrastigma|1
10-09|Schenking H. Bosz.; Curculionidae 14|Corimalia pallida|1
10-09|Schenking H. Bosz.; Curculionidae 14|Gymnetron labile|10
10-09|Schenking H. Bosz.; Curculionidae 14|Gymnetron pascuorum|12
10-09|Schenking H. Bosz.; Curculionidae 14|Gymnetron baccabungae|1
10-09|Schenking H. Bosz.; Curculionidae 14|Gymnetron veronicae|2
10-09|Schenking H. Bosz.; Curculionidae 14|Gymnetron plantaginis|10
10-09|Schenking H. Bosz.; Curculionidae 14|Gymnetron asellus|10
10-09|Schenking H. Bosz.; Curculionidae 14|Gymnetron tetrum|10
10-09|Schenking H. Bosz.; Curculionidae 14|Gymnetron tetrum s. moroderi|14
10-09|Schenking H. Bosz.; Curculionidae 14|Gymnetron netum|1
10-09|Schenking H. Bosz.; Curculionidae 14|Gymnetron bipustulatum|1
10-09|Schenking H. Bosz.; Curculionidae 14|Gymnetron linariae|3
10-09|Schenking H. Bosz.; Curculionidae 14|Gymnetron antirrhini|10
10-09|Schenking H. Bosz.; Curculionidae 14|Gymnetron ictericum|1
10-09|Schenking H. Bosz.; Curculionidae 14|Miarus longirostris|14
10-09|Schenking H. Bosz.; Curculionidae 14|Miarus graminis|10
10-09|Schenking H. Bosz.; Curculionidae 14|Miarus plantarum|4
10-09|Schenking H. Bosz.; Curculionidae 14|Miarus campanulae|2
10-09|Schenking H. Bosz.; Curculionidae 14|Miarus abeillei|6
10-09|Schenking H. Bosz.; Curculionidae 14|Miarus abnormis|1
10-09|Schenking H. Bosz.; Curculionidae 14|Miarus meridionalis|3
10-09|Schenking H. Bosz.; Curculionidae 14|Cionus alauda|9
10-09|Schenking H. Bosz.; Curculionidae 14|Cionus tuberculosus|8
10-09|Schenking H. Bosz.; Curculionidae 14|Cionus scrophulariae|9
10-09|Schenking H. Bosz.; Curculionidae 14|Cionus hortulanus|9
10-09|Schenking H. Bosz.; Curculionidae 14|Cionus longicollis|10
10-09|Schenking H. Bosz.; Curculionidae 14|Cionus olivieri|10
10-09|Schenking H. Bosz.; Curculionidae 14|Cionus thaspi|3
10-09|Schenking H. Bosz.; Curculionidae 14|Cionus nigritarsis|1
10-09|Schenking H. Bosz.; Curculionidae 14|Cionus olens|1
10-09|Schenking H. Bosz.; Curculionidae 14|Cionus pulverosus|5
10-10|"Natuurhistorisch museum Enschede | Coleoptera | 3103-3156 | Chrysomelidae"|Longitarsis pellucides|2
10-10|"Natuurhistorisch museum Enschede | Coleoptera | 3103-3156 | Chrysomelidae"|Longitarsis ochroleucus|5
10-10|"Natuurhistorisch museum Enschede | Coleoptera | 3103-3156 | Chrysomelidae"|Longitarsis fulgens|2
10-10|"Natuurhistorisch museum Enschede | Coleoptera | 3103-3156 | Chrysomelidae"|Longitarsis parvulus|1
10-10|"Natuurhistorisch museum Enschede | Coleoptera | 3103-3156 | Chrysomelidae"|Haltica lythri|2
10-10|"Natuurhistorisch museum Enschede | Coleoptera | 3103-3156 | Chrysomelidae"|Haltica quercetorum|6
10-10|"Natuurhistorisch museum Enschede | Coleoptera | 3103-3156 | Chrysomelidae"|Haltica oleracea|5
10-11|"Natuurhistorisch museum Enschede | Coleoptera | 2008-2039 | Buprestidae - Helodidae"|Chalcophora mariana|4
10-11|"Natuurhistorisch museum Enschede | Coleoptera | 2008-2039 | Buprestidae - Helodidae"|Chalcophora 9-maculata|5
10-11|"Natuurhistorisch museum Enschede | Coleoptera | 2008-2039 | Buprestidae - Helodidae"|Phaenops cyanea|3
10-11|"Natuurhistorisch museum Enschede | Coleoptera | 2008-2039 | Buprestidae - Helodidae"|Anthaxia salicis|6
10-11|"Natuurhistorisch museum Enschede | Coleoptera | 2008-2039 | Buprestidae - Helodidae"|Anthaxia fulgurans|2
10-11|"Natuurhistorisch museum Enschede | Coleoptera | 2008-2039 | Buprestidae - Helodidae"|Anthaxia nitudula|12
10-11|"Natuurhistorisch museum Enschede | Coleoptera | 2008-2039 | Buprestidae - Helodidae"|NN NN|7
10-11|"Natuurhistorisch museum Enschede | Coleoptera | 2008-2039 | Buprestidae - Helodidae"|Chrysobothris affinis|2
10-11|"Natuurhistorisch museum Enschede | Coleoptera | 2008-2039 | Buprestidae - Helodidae"|Agrilus biguttatus|1
10-11|"Natuurhistorisch museum Enschede | Coleoptera | 2008-2039 | Buprestidae - Helodidae"|Agrilus coeruleus|2
10-11|"Natuurhistorisch museum Enschede | Coleoptera | 2008-2039 | Buprestidae - Helodidae"|Agrilus angustulus|2
10-11|"Natuurhistorisch museum Enschede | Coleoptera | 2008-2039 | Buprestidae - Helodidae"|Agrilus betuleti|1
10-11|"Natuurhistorisch museum Enschede | Coleoptera | 2008-2039 | Buprestidae - Helodidae"|Aphanisticus elongatus|1
10-11|"Natuurhistorisch museum Enschede | Coleoptera | 2008-2039 | Buprestidae - Helodidae"|Trachys minuta|3
10-11|"Natuurhistorisch museum Enschede | Coleoptera | 2008-2039 | Buprestidae - Helodidae"|Dascillus cervinus|4
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Chrysomela coerulans|13
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Chrysomela menthastri|21
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Chrysomela graminis|2
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Chrysomela polita|10
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Chrysomela staphylea|5
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Chrysomela cerealis|1
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Chrysomela haemoptera|6
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Chrysomela goettingensis|5
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Chrysomela marginalis|3
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Chrysomela varians|16
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Chrysomela geminata|2
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Chrysomela fastuosa|22
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Gastroidea polygoni|24
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Phaedon cochleariae|8
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Phaedon armoraciae|1
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Hydrothassa a.glabra|4
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Hydrothassa marginella|6
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Prasocuris phellandrii|4
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Prasocuris juncii|3
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Melasoma aenea|9
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Melasoma lapponica|20
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Melasoma 20-punctata|9
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Melasoma collaris|10
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Melasoma populi|12
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Melasoma tremulae|9
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Phytodecta viminalis|10
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Phytodecta rufipes|1
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Phytodecta linnaeanus|3
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Phytodecta olivaccus|12
10-12|"Natuurhistorisch museum Enschede | Coleoptera | 2999-3045 | Chrysomelidae"|Phytodecta 5-punctatus|8
10-13|"Natuurhistorisch museum Enschede | Coleoptera | 3157-3201 | Chrysomelidae"|Sphaeroderma testaceum|3
10-13|"Natuurhistorisch museum Enschede | Coleoptera | 3157-3201 | Chrysomelidae"|Psylliodes picina|1
10-13|"Natuurhistorisch museum Enschede | Coleoptera | 3157-3201 | Chrysomelidae"|Psylliodes chrysocephala|1
10-13|"Natuurhistorisch museum Enschede | Coleoptera | 3157-3201 | Chrysomelidae"|Psylliodes dulcamarae|1
10-13|"Natuurhistorisch museum Enschede | Coleoptera | 3157-3201 | Chrysomelidae"|Hispella atra|1
10-13|"Natuurhistorisch museum Enschede | Coleoptera | 3157-3201 | Chrysomelidae"|Cassida viridis|6
10-13|"Natuurhistorisch museum Enschede | Coleoptera | 3157-3201 | Chrysomelidae"|Cassida murraea|4
10-13|"Natuurhistorisch museum Enschede | Coleoptera | 3157-3201 | Chrysomelidae"|Cassida nebulosa|7
10-13|"Natuurhistorisch museum Enschede | Coleoptera | 3157-3201 | Chrysomelidae"|Cassida flaveola|1
10-13|"Natuurhistorisch museum Enschede | Coleoptera | 3157-3201 | Chrysomelidae"|Cassida rubiginosa|8
11-01|Endomychidae/Coccinellidae|Mycetaea hirta|2
11-01|Endomychidae/Coccinellidae|Endomychus coccineus|11
11-01|Endomychidae/Coccinellidae|Lycoperdina bovistae|2
11-01|Endomychidae/Coccinellidae|Henosepilachna argus|10
11-01|Endomychidae/Coccinellidae|Henosepilachna elaterii|1
11-01|Endomychidae/Coccinellidae|Subcoccinella 24-punctata|12
11-01|Endomychidae/Coccinellidae|Coccidula scutellata|11
11-01|Endomychidae/Coccinellidae|Rhyzobius litura|1
11-01|Endomychidae/Coccinellidae|Rhyzobius chrysomeloides|6
11-01|Endomychidae/Coccinellidae|Scymnus apetzi|1
11-01|Endomychidae/Coccinellidae|Scymnus suturalis|11
11-01|Endomychidae/Coccinellidae|Scymnus mimulus|1
11-01|Endomychidae/Coccinellidae|Scymnus auritus|2
11-01|Endomychidae/Coccinellidae|Scymnus nigrinus|5
11-01|Endomychidae/Coccinellidae|Scymnus rufipes|1
11-01|Endomychidae/Coccinellidae|Platynaspis luteorubra|2
11-01|Endomychidae/Coccinellidae|Chilocorus bipostulatus|1
11-01|Endomychidae/Coccinellidae|Chilocorus renipostulatus|1
11-01|Endomychidae/Coccinellidae|Exochomus quadripustulatus|8
11-01|Endomychidae/Coccinellidae|Exochomus nigromaculatus|7
11-01|Endomychidae/Coccinellidae|Hyperaspis campestris|1
11-01|Endomychidae/Coccinellidae|Adonia variegata|11
11-01|Endomychidae/Coccinellidae|Aphidecta obliterata|14
11-01|Endomychidae/Coccinellidae|Hippodamia tredecimpunctata|9
11-01|Endomychidae/Coccinellidae|Hippodamia convergens|10
11-01|Endomychidae/Coccinellidae|Anisosticta novemdecimpunctata|8
11-01|Endomychidae/Coccinellidae|Semiadalia notata|9
11-01|Endomychidae/Coccinellidae|Semiadalia alpina|1
11-01|Endomychidae/Coccinellidae|Bulaea lichatschovi|1
11-01|Endomychidae/Coccinellidae|Tytthaspis sedecimpunctata|12
11-01|Endomychidae/Coccinellidae|Adalia conglomerata|1
11-01|Endomychidae/Coccinellidae|Adalia decempunctata|7
11-01|Endomychidae/Coccinellidae|Adalia bipunctata|8
11-01|Endomychidae/Coccinellidae|Coccinella hieroglypha|3
11-01|Endomychidae/Coccinellidae|Coccinella septempunctata|7
11-01|Endomychidae/Coccinellidae|Coccinella distincta|1
11-01|Endomychidae/Coccinellidae|Coccinella quinquepunctata|9
11-01|Endomychidae/Coccinellidae|Coccinella trifasciatus|1
11-01|Endomychidae/Coccinellidae|NN NN|9
11-01|Endomychidae/Coccinellidae|Coccinula 14-postulata|5
11-01|Endomychidae/Coccinellidae|Coccinula sinuatomarginata|1
11-01|Endomychidae/Coccinellidae|Synharmonia lyncea|2
11-01|Endomychidae/Coccinellidae|Synharmonia conglobata|8
11-01|Endomychidae/Coccinellidae|Synharmonia impustulata|3
11-01|Endomychidae/Coccinellidae|Harmonia quadripunctata|9
11-01|Endomychidae/Coccinellidae|NN NN|7
